1769507332.083904743,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,-0.0131874,-0.0131874,-0.0219784,0.0131874,-0.00439644,0.00439644,-0.00439644,0.0131874,-0.00439644,0.00439644,-0.0131874,-0.00439644,-0.0219784,-0.215388,0.153849,-0.0344328,0.299149,0.235899,-0.133333,-0.523077,-0.0307697,-0.0344328,0.128212,-0.0102566,0.11282,-0.153849,0.215388,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,-0.0131874,-0.0131874,-0.0219784,-0.0839626,0.157533,0.00439644,-0.00439644,0.0131874,-0.00439644,-0.00958323,-0.00728372,-0.00439644,-0.0219784,-0.215388,0.153849,-0.0344328,0.299149,0.228945,0.144894,-0.523077,-0.0307697,-0.0344328,0.128212,0.111229,0.0640931,-0.153849,0.215388,
1769507332.084769964,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.0219784,-0.00439644,-0.0131874,0.0131874,0.0131874,-0.0219784,0.00439644,0.00439644,-0.00439644,-0.00439644,-0.0131874,-0.0131874,-0.00439644,-0.0219784,0.153849,-0.153849,-0.0344328,-0.299149,-0.256409,-0.235899,0.0923092,0.0307697,-0.103298,-0.0427437,0.11282,-0.543591,0.0307697,0.0307697,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.0219784,-0.00439644,-0.0131874,0.0131874,-0.351678,0.594856,0.00439644,0.00439644,-0.00439644,-0.00439644,0.000351793,-0.0217105,-0.00439644,-0.0219784,0.153849,-0.153849,-0.0344328,-0.299149,-0.307344,-0.179428,0.0923092,0.0307697,-0.103298,-0.0427437,-0.593568,-0.271243,0.0307697,0.0307697,
1769507332.085727930,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.0131874,0.00439644,-0.00439644,-0.00439644,-0.0219784,-0.0219784,-0.00439644,-0.00439644,-0.00439644,-0.00439644,0.00439644,-0.0131874,-0.0219784,0.00439644,0.153849,-0.153849,0.103298,0.0427437,-0.133333,-0.235899,-0.338459,-0.584617,-0.0344328,0.384617,0.0512829,-0.543591,-0.153849,-0.0923092,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.0131874,0.00439644,-0.00439644,-0.00439644,-0.306295,0.466384,-0.00439644,-0.00439644,-0.00439644,-0.00439644,-0.00958323,-0.00728372,-0.0219784,0.00439644,0.153849,-0.153849,0.103298,0.0427437,-0.17721,-0.0998251,-0.338459,-0.584617,-0.0344328,0.384617,-0.53762,-0.30771,-0.153849,-0.0923092,
1769507332.086740255,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.0131874,-0.00439644,-0.00439644,-0.0131874,-0.00439644,-0.0219784,-0.00439644,-0.00439644,-0.00439644,-0.00439644,-0.00439644,0.00439644,-0.00439644,-0.00439644,-0.215388,-0.215388,-0.0344328,-0.21368,0.11282,-0.133333,-0.0307697,0.0307697,0.24103,-0.299149,-0.071796,-0.153846,-0.0923092,0.0923092,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.0131874,-0.00439644,-0.00439644,-0.0131874,-0.328986,0.530617,-0.00439644,-0.00439644,-0.00439644,-0.00439644,0.00485077,2.37177e-05,-0.00439644,-0.00439644,-0.215388,-0.215388,-0.0344328,-0.21368,0.0988094,0.0652889,-0.0307697,0.0307697,0.24103,-0.299149,-0.0736848,-0.138235,-0.0923092,0.0923092,
1769507332.087734461,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,0.00439644,0.00439644,-0.0131874,-0.0219784,-0.0131874,0.00439644,-0.0131874,-0.00439644,0.00439644,-0.00439644,-0.00439644,-0.0131874,0.00439644,0.00439644,0.27692,-0.0923092,0.172164,-0.128212,0.0102566,-0.0102566,0.338459,0.523077,-0.172164,0.384617,-0.0102566,-0.0923065,-0.153849,-0.338459,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,0.00439644,0.00439644,-0.0131874,-0.0219784,0.0839626,-0.157533,-0.0131874,-0.00439644,0.00439644,-0.00439644,-0.00461518,-0.0144979,0.00439644,0.00439644,0.27692,-0.0923092,0.172164,-0.128212,0.00926932,0.00604291,0.338459,0.523077,-0.172164,0.384617,-0.0740501,-0.0634906,-0.153849,-0.338459,
1769507332.088757515,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,-0.0219784,0.00439644,-0.00439644,0.00439644,-0.0131874,-0.00439644,-0.0131874,-0.00439644,-0.0131874,0.00439644,-0.0219784,-0.00439644,0.00439644,0.0923092,-0.153849,0.172164,0.21368,-0.646154,0.11282,-0.0307697,0.215388,-0.24103,-0.641022,-0.0102566,-0.297435,0.0923092,0.0307697,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,-0.0219784,0.00439644,-0.00439644,-0.206475,0.344078,-0.00439644,-0.0131874,-0.00439644,-0.0131874,-0.0143157,-0.0145437,-0.00439644,0.00439644,0.0923092,-0.153849,0.172164,0.21368,-0.665874,-0.411419,-0.0307697,0.215388,-0.24103,-0.641022,-0.259331,-0.191076,0.0923092,0.0307697,
1769507332.089722872,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,0.0219784,-0.0131874,0.0307693,-0.00439644,0.00439644,-0.00439644,-0.00439644,0.0131874,-0.0131874,-0.00439644,0.00439644,-0.0131874,-0.0219784,-0.461538,-0.0307697,0.172164,-0.128212,0.256409,-0.235899,-0.153849,0.153849,-0.103298,0.555553,-0.133333,0.071796,-0.153849,-0.0923092,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,0.0219784,-0.0131874,0.0307693,0.0726173,-0.125416,-0.00439644,-0.00439644,0.0131874,-0.0131874,0.00485077,2.37177e-05,-0.0131874,-0.0219784,-0.461538,-0.0307697,0.172164,-0.128212,0.234878,0.152251,-0.153849,0.153849,-0.103298,0.555553,0.186073,-0.0343585,-0.153849,-0.0923092,
1769507332.090805054,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,0.0307693,-0.00439644,-0.0395603,-0.00439644,0.00439644,0.00439644,-0.00439644,-0.00439644,0.0131874,0.00439644,-0.00439644,-0.00439644,-0.0131874,0.461538,-0.153849,-0.378752,-0.0427437,0.235899,-0.235899,0.0923092,1.13846,-0.24103,-0.21368,0.0512829,-0.297435,0.0307697,-0.0923092,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,0.0307693,-0.00439644,-0.0395603,0.0726173,-0.125416,0.00439644,-0.00439644,-0.00439644,0.0131874,-0.00485077,-2.37177e-05,-0.00439644,-0.0131874,0.461538,-0.153849,-0.378752,-0.0427437,0.213192,0.138985,0.0923092,1.13846,-0.24103,-0.21368,-0.315282,-0.154607,0.0307697,-0.0923092,
1769507332.091823578,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,-0.0307693,-0.0131874,0.0131874,-0.0131874,-0.0131874,-0.00439644,0.00439644,-0.00439644,-0.0131874,-0.00439644,0.00439644,-0.00439644,0.00439644,-0.338459,-0.27692,-0.0344328,0.21368,-0.0102566,-0.133333,0.584617,1.13846,-0.103298,-0.0427437,0.0512829,-0.0307697,0.0307697,-0.0307697,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,-0.0307693,-0.0131874,0.0131874,-0.183782,0.279838,-0.00439644,0.00439644,-0.00439644,-0.0131874,0.00485077,2.37177e-05,-0.00439644,0.00439644,-0.338459,-0.27692,-0.0344328,0.21368,-0.0313238,-0.0143141,0.584617,1.13846,-0.103298,-0.0427437,-0.0744179,0.0112525,0.0307697,-0.0307697,
1769507332.092790842,0.0864038,-0.0711451,-1.70806,-0.231747,-0.287824,1.10723,-0.115015,-0.0204086,-0.0570307,-0.207332,-0.371367,0.227932,0.482758,0.0307083,-0.00439644,0.00439644,-0.00439644,-0.00439644,0.00439644,0.00439644,-0.00439644,-0.0131874,0.00439644,0.00439644,-0.00439644,0.00439644,0.00439644,-0.0131874,-0.338459,-0.0923092,-0.0344328,-0.299149,-0.523077,-0.256409,0.153849,0.338459,-0.0344328,-0.21368,0.0102566,-0.153846,-0.153849,-0.584617,0.0864038,-0.0711451,-1.70806,-0.231747,0,0,-0.115015,-0.0204086,-0.0570307,-0.207332,0.31495,-0.115845,0.482758,0.0307083,-0.00439644,0.00439644,-0.00439644,-0.00439644,0.0612696,-0.093293,-0.00439644,-0.0131874,0.00439644,0.00439644,0.00485077,2.37177e-05,0.00439644,-0.0131874,-0.338459,-0.0923092,-0.0344328,-0.299149,-0.592452,-0.353085,0.153849,0.338459,-0.0344328,-0.21368,-0.148285,-0.0896104,-0.153849,-0.584617,
