30.94,0.0204086,-0.116922,-0.469406,-0.234417,-0.0972888,0.00668305,0.0192642,0.0925074,0.505264,0.235561,-0.0959957,-0.00079929,-0.00858307
30.96,0.0150681,-0.122263,-0.433928,-0.235561,-0.113222,-0.00700041,0.0268936,0.102427,0.464446,0.240139,-0.100969,0.0156445,-0.00705719
30.98,0.00858307,-0.115015,-0.373274,-0.240139,-0.116893,-0.0498375,0.0421534,0.120356,0.40608,0.249294,-0.0913178,0.0612736,0.000953674
31,0.00476837,-0.100138,-0.337415,-0.23251,-0.122848,-0.0744394,0.0551233,0.126841,0.382811,0.248531,-0.0883804,0.0840117,0.0139236
31.02,0.00209808,-0.0886927,-0.309949,-0.231365,-0.121078,-0.103464,0.0677118,0.139429,0.356871,0.247768,-0.0718012,0.119326,0.0238419
31.04,-0.00171661,-0.0825891,-0.298505,-0.229839,-0.128216,-0.119142,0.0799189,0.148966,0.33627,0.247005,-0.0649679,0.144785,0.0265121
31.06,-0.00171661,-0.0753412,-0.285153,-0.230221,-0.129747,-0.146491,0.0909815,0.158504,0.316434,0.249676,-0.0549655,0.166259,0.0284195
31.08,-0.000572205,-0.0684748,-0.273708,-0.230221,-0.134406,-0.162281,0.102427,0.165751,0.296979,0.25082,-0.0471375,0.183074,0.0295639
31.1,0.000572205,-0.0631342,-0.26646,-0.231365,-0.139359,-0.177489,0.112726,0.172618,0.278667,0.252728,-0.0392925,0.198689,0.0295639
31.12,0.00247955,-0.0577936,-0.259594,-0.23251,-0.144254,-0.189248,0.121881,0.176433,0.260738,0.254635,-0.0331144,0.210529,0.0303268
31.14,0.00514984,-0.0547419,-0.256161,-0.234035,-0.14969,-0.200083,0.130655,0.179866,0.243572,0.256924,-0.0285178,0.220484,0.0303268
31.16,0.00858307,-0.052453,-0.252346,-0.234417,-0.154637,-0.209345,0.136377,0.180247,0.227932,0.262264,-0.0286548,0.2266,0.0303268
31.18,0.0108719,-0.0501642,-0.250439,-0.233273,-0.158852,-0.215745,0.142481,0.179103,0.214961,0.264172,-0.0289176,0.230792,0.0310898
31.2,0.0112534,-0.0478754,-0.249294,-0.230602,-0.161852,-0.218949,0.147821,0.176433,0.200847,0.264553,-0.0288942,0.233697,0.0307083
31.22,0.0120163,-0.0463495,-0.248531,-0.227932,-0.163863,-0.220872,0.152399,0.174144,0.19131,0.265697,-0.0287522,0.235636,0.0303268
31.24,0.0135422,-0.0455866,-0.248531,-0.225262,-0.164173,-0.221513,0.157359,0.172618,0.182536,0.267223,-0.0287046,0.236282,0.0291824
31.26,0.0139236,-0.0448236,-0.248531,-0.222591,-0.164997,-0.222475,0.160792,0.171092,0.17567,0.268749,-0.0290306,0.236929,0.0272751
31.28,0.0150681,-0.0444422,-0.248531,-0.221066,-0.165717,-0.222475,0.164989,0.169566,0.170329,0.270275,-0.0290306,0.236929,0.0265121
31.3,0.015831,-0.0444422,-0.248913,-0.218777,-0.165923,-0.222155,0.16804,0.168422,0.165751,0.27142,-0.0286568,0.236929,0.0257492
31.32,0.0173569,-0.0444422,-0.248531,-0.216487,-0.165408,-0.221834,0.170711,0.168422,0.163081,0.271801,-0.0278132,0.238223,0.0257492
31.34,0.0192642,-0.0440607,-0.248531,-0.213435,-0.165253,-0.221514,0.173762,0.168422,0.161555,0.272564,-0.0272283,0.238547,0.0257492
31.36,0.0204086,-0.0432978,-0.248531,-0.211146,-0.164944,-0.220873,0.176433,0.168803,0.160029,0.272945,-0.0262211,0.239518,0.0265121
31.38,0.022316,-0.0429163,-0.248913,-0.208476,-0.163449,-0.21927,0.179484,0.169185,0.158885,0.273708,-0.0253101,0.239195,0.0265121
31.4,0.0253677,-0.0429163,-0.249676,-0.205424,-0.162933,-0.21895,0.182155,0.169185,0.157741,0.27409,-0.02461,0.238548,0.0265121
31.42,0.0284195,-0.0425348,-0.250057,-0.201991,-0.162057,-0.218629,0.184443,0.169185,0.156214,0.275234,-0.0235352,0.237902,0.0265121
31.44,0.0314722,-0.0417719,-0.249676,-0.199321,-0.161491,-0.218949,0.187114,0.169185,0.154306,0.275616,-0.0222963,0.236933,0.0265121
31.46,0.0349054,-0.0410089,-0.250439,-0.196651,-0.161802,-0.219589,0.189784,0.169185,0.152399,0.276379,-0.0208926,0.23564,0.0265121
31.48,0.0375757,-0.0398645,-0.251583,-0.19398,-0.162112,-0.22023,0.192073,0.170711,0.150873,0.27676,-0.0195341,0.233702,0.0261307
31.5,0.040246,-0.0387201,-0.252728,-0.190547,-0.161906,-0.220551,0.194362,0.171855,0.148203,0.277523,-0.0182192,0.23112,0.0257492
31.52,0.0429163,-0.0375757,-0.253109,-0.187877,-0.161701,-0.220871,0.195125,0.172999,0.146677,0.278286,-0.0175604,0.229829,0.0246048
31.54,0.0452051,-0.0360498,-0.254253,-0.185969,-0.161856,-0.221191,0.195888,0.173381,0.145533,0.278667,-0.0170656,0.228862,0.0249863
31.56,0.046731,-0.0356684,-0.254253,-0.184062,-0.161701,-0.220871,0.196269,0.174525,0.14477,0.279049,-0.0165704,0.227895,0.0249863
