0.001,0.000167274,-0.000123439,8.46438e-07,0.000775386,0.00122487,0.000394453,0.000106919,-0.000140813,-4.23587e-05,0.000844195,0.00124187,0.000412199,1.34981e-06,-6.34438e-05,0.000762333,-0.00061143,2.16999e-06,0.000421948,8.86583e-05,-8.93793e-05,2.03265e-06,0.000419118
0.002,0.000167349,-0.00012994,1.04412e-06,0.000775962,0.00121447,0.00035881,0.000107326,-0.000151342,-4.22627e-05,0.000843967,0.0012307,0.000424473,1.16969e-06,-6.33274e-05,0.00076663,-0.000613955,2.1965e-06,0.000423928,8.8715e-05,-8.84298e-05,2.05601e-06,0.000421557
0.003,0.000167344,-0.000135746,1.27183e-06,0.000776424,0.0012061,0.000319363,0.00010763,-0.000160784,-4.21153e-05,0.000843702,0.00122132,0.000428179,8.17104e-07,-6.31755e-05,0.00077496,-0.000619307,2.21687e-06,0.000427672,8.88372e-05,-8.76558e-05,2.07574e-06,0.000426278
0.004,0.000167267,-0.000140934,1.52476e-06,0.000776786,0.00119961,0.000276598,0.000107836,-0.000169235,-4.19225e-05,0.000843414,0.00121367,0.000424006,3.09817e-07,-6.29914e-05,0.000787209,-0.000627425,2.23138e-06,0.000433061,8.90216e-05,-8.70412e-05,2.09184e-06,0.0004331
0.005,0.000167265,-0.000146351,1.75614e-06,0.000776932,0.00119193,0.000238524,0.000107394,-0.000175666,-4.16702e-05,0.000842976,0.00121481,0.000397092,-3.34918e-07,-6.27406e-05,0.000803119,-0.000638074,2.24001e-06,0.000439944,8.92543e-05,-8.65545e-05,2.10557e-06,0.000441733
0.006,0.000167178,-0.000142468,1.61605e-06,0.000776868,0.00118891,0.000309082,0.000106839,-0.000162335,-4.14266e-05,0.000842569,0.00121876,0.000352643,-8.87835e-07,-6.25136e-05,0.000819476,-0.000654406,2.23715e-06,0.000446781,8.95602e-05,-8.93648e-05,2.07162e-06,0.000452768
0.007,0.000166205,-0.000136158,1.58621e-06,0.00077659,0.00119816,0.00034271,0.000106397,-0.000149967,-4.11734e-05,0.00084204,0.00122017,0.000312864,-1.56465e-06,-6.22125e-05,0.000839363,-0.00067303,2.22883e-06,0.000455037,8.99015e-05,-9.19638e-05,2.035e-06,0.000465129
0.008,0.000164732,-0.000129739,1.66563e-06,0.000776207,0.00121372,0.000351892,0.000106814,-0.000142972,-4.10221e-05,0.0008416,0.0012074,0.000315461,-2.35485e-06,-6.18915e-05,0.000862778,-0.000693497,2.21507e-06,0.000464638,9.02851e-05,-9.43297e-05,2.00333e-06,0.000478241
0.009,0.000163263,-0.000123529,1.82076e-06,0.000775818,0.00122825,0.000353408,0.000107268,-0.000136825,-4.08284e-05,0.00084102,0.00119381,0.00031837,-3.23502e-06,-6.15288e-05,0.000889507,-0.000715856,2.19617e-06,0.000475408,9.07059e-05,-9.65051e-05,1.97334e-06,0.000492161
0.01,0.000161851,-0.00011773,2.02715e-06,0.000775451,0.00124188,0.000347866,0.000107633,-0.000131226,-4.05856e-05,0.000840387,0.00118194,0.00031577,-4.19578e-06,-6.11312e-05,0.000919382,-0.000740075,2.17141e-06,0.000487169,9.11686e-05,-9.85175e-05,1.94348e-06,0.000506631
0.011,-0.000440921,-0.000130808,2.45641e-05,0.00125283,0.000911395,0.000650146,-0.000472042,-0.000135031,-2.30483e-05,0.00124654,0.000908188,0.000493031,2.43553e-07,-0.00051196,0.00115713,-0.000812312,7.35023e-05,0.000951133,0.000302845,-5.65781e-05,-7.86372e-05,0.000974183
0.012,-0.00163026,-0.000120684,0.000208955,0.00219894,0.000503283,0.00106839,-0.00160273,-0.000123555,3.18436e-06,0.00202882,0.000504544,0.000649219,-5.16367e-06,-0.00138228,0.00158863,-0.000927677,0.000212956,0.00184677,0.000720159,3.08675e-05,-0.000236888,0.00187505
0.013,-0.00333981,-0.000134727,0.000396849,0.00357261,-0.000225466,0.00170348,-0.00323707,-0.000114255,5.12108e-05,0.00316602,-4.15012e-05,0.000790047,-5.26788e-06,-0.00261881,0.00220824,-0.00108544,0.000416208,0.00314856,0.00132622,0.000164589,-0.00046745,0.00317979
0.014,-0.00550752,-0.000146783,0.000588159,0.00532348,-0.00111875,0.00227163,-0.00530794,-0.000105213,0.000116738,0.00462159,-0.000713614,0.000915914,-3.07853e-06,-0.00415118,0.00299738,-0.0012828,0.000676828,0.00481587,0.00210298,0.000343296,-0.000763428,0.00484826
0.015,-0.00805562,-0.000156857,0.000781834,0.00740705,-0.00215788,0.00277613,-0.00773854,-9.65863e-05,0.000197016,0.00635392,-0.00149456,0.00102766,2.85328e-07,-0.00589986,0.00393593,-0.00151753,0.000987445,0.00680251,0.00303,0.000564762,-0.00111686,0.00683439
0.016,-0.0109021,-0.000165042,0.00097735,0.00977589,-0.00332291,0.0032202,-0.0104481,-8.86041e-05,0.000289345,0.00831875,-0.00236599,0.00112553,3.99137e-06,-0.007782,0.00500291,-0.00178719,0.00134023,0.0090593,0.00408586,0.000826568,-0.00151916,0.00908914
0.017,-0.0139652,-0.000171476,0.00117447,0.012382,-0.00459369,0.00360719,-0.0133564,-8.14311e-05,0.000392103,0.0104717,-0.00330918,0.00121015,7.5368e-06,-0.00971656,0.00617765,-0.00208924,0.0017273,0.0115365,0.00524946,0.00112618,-0.00196154,0.011563
0.018,-0.0171675,-0.000176214,0.00137329,0.0151786,-0.00595054,0.00394031,-0.0163877,-7.50762e-05,0.000504523,0.0127699,-0.00430596,0.00128225,1.08798e-05,-0.0116284,0.0074407,-0.00242122,0.00214101,0.0141861,0.00650108,0.00146098,-0.00243533,0.014208
0.019,-0.0204387,-0.00017978,0.001574,0.0181217,-0.00737491,0.00422297,-0.0194732,-7.00598e-05,0.00062568,0.0151733,-0.00533873,0.00134282,1.40015e-05,-0.0134516,0.00877479,-0.00278074,0.00257429,0.0169629,0.00782302,0.00182832,-0.00293225,0.0169793
0.02,-0.0237175,-0.000182764,0.00177685,0.0211714,-0.00884979,0.00445849,-0.0225536,-6.69621e-05,0.000754741,0.017646,-0.00639134,0.00139285,1.68959e-05,-0.015131,0.0101652,-0.00316554,0.00302074,0.0198261,0.00920008,0.00222562,-0.00344462,0.019836
0.021,-0.0267239,-0.000192176,0.00196422,0.024188,-0.0103449,0.00467197,-0.0253094,-6.68778e-05,0.000900336,0.0199574,-0.00737271,0.00142698,1.89816e-05,-0.0164781,0.0115935,-0.00356107,0.00341957,0.0227421,0.0106119,0.0026435,-0.00393353,0.0227443
0.022,-0.0294285,-0.000208229,0.00213757,0.0271459,-0.0118476,0.00486466,-0.0277139,-7.03809e-05,0.00106079,0.0220881,-0.0082726,0.00144637,2.06302e-05,-0.017474,0.0130528,-0.00396595,0.00377166,0.0256805,0.0120508,0.00307968,-0.00439388,0.0256739
0.023,-0.0318235,-0.000230967,0.00229804,0.0300301,-0.0133494,0.00503797,-0.0297621,-7.78292e-05,0.00123436,0.0240296,-0.00908566,0.00145212,2.19513e-05,-0.0181231,0.0145405,-0.00437895,0.00407703,0.028616,0.0135141,0.0035321,-0.00482221,0.0285997
0.024,-0.0339136,-0.000259995,0.00244738,0.0328313,-0.0148443,0.00519369,-0.0314629,-8.90822e-05,0.00142012,0.0257829,-0.00981271,0.0014453,2.31853e-05,-0.0184439,0.0160577,-0.00479922,0.00433767,0.0315286,0.0150016,0.00399878,-0.00521656,0.0315021
0.025,-0.0357156,-0.000294983,0.00258755,0.0355464,-0.0163288,0.0053335,-0.0328378,-0.000104058,0.00161757,0.0273552,-0.0104566,0.00142695,2.48797e-05,-0.0184681,0.0176075,-0.00522606,0.00455707,0.0344032,0.016516,0.00447803,-0.00557622,0.0343662
0.026,-0.0372536,-0.000326017,0.00272661,0.038173,-0.0178018,0.00546181,-0.0339192,-0.000115098,0.00181438,0.0287636,-0.0110501,0.00138744,3.48119e-05,-0.0182379,0.0191944,-0.00566212,0.00473971,0.0372286,0.0180626,0.00496477,-0.00590156,0.0371844
0.027,-0.038559,-0.000344283,0.00288913,0.0407123,-0.0192077,0.00563628,-0.0347409,-0.000123641,0.00201232,0.0300306,-0.0116661,0.00146234,5.49173e-05,-0.0177998,0.0208218,-0.00610895,0.0048906,0.039996,0.0196484,0.00545437,-0.00619385,0.0399504
