1775117297987295,0,0,-1
1775117298005735,0,0,-1
1775117298025735,0,0,-1
1775117298045736,0,0,-1
1775117298065737,0,0,-1
1775117298085734,0,0,-1
1775117298105739,0,0,-1
1775117298125735,0,0,-1
1775117298145735,0,0,-1
1775117298165734,0,0,-1
1775117298185732,0,0,-1
1775117298205735,0,0,-1
1775117298225731,0,0,-1
1775117298245733,0,0,-1
1775117298265733,0,0,-1
1775117298285737,0,0,-1
1775117298305733,0,0,-1
1775117298325730,0,0,-1
1775117298345730,0,0,-1
1775117298365728,0,0,-1
1775117298385731,0,0,-1
1775117298405732,0,0,-1
1775117298425732,0,0,-1
1775117298445735,0,0,-1
1775117298465731,0,0,-1
1775117298485739,0,0,-1
1775117298505729,0,0,-1
1775117298525733,0,0,-1
1775117298545729,0,0,-1
1775117298565734,0,0,-1
1775117298585726,0,0,-1
1775117298605816,0,0,-1
1775117298625733,0,0,-1
1775117298645728,0,0,-1
1775117298665733,0,0,-1
1775117298685730,0,0,-1
1775117298705731,0,0,-1
1775117298725729,0,0,-1
1775117298745728,0,0,-1
1775117298765730,0,0,-1
1775117298785728,0,0,-1
1775117298805730,0,0,-1
1775117298825728,0,0,-1
1775117298845730,0,0,-1
1775117298865736,0,0,-1
1775117298885728,0,0,-1
1775117298905729,0,0,-1
1775117298925755,0,0,-1
1775117298945726,0,0,-1
1775117298965730,0,0,-1
1775117298985753,0,0,-1
1775117299005726,0,0,-1
1775117299025752,0,0,-1
1775117299045756,0,0,-1
1775117299065728,0,0,-1
1775117299085741,0,0,-1
1775117299105731,0,0,-1
1775117299125726,0,0,-1
1775117299145725,0,0,-1
1775117299165724,0,0,-1
1775117299185725,0,0,-1
1775117299205744,0,0,-1
1775117299225757,0,0,-1
1775117299245730,0,0,-1
1775117299265731,0,0,-1
1775117299285727,0,0,-1
1775117299305730,0,0,-1
1775117299325727,0,0,-1
1775117299345730,0,0,-1
1775117299365733,0,0,-1
1775117299385730,0,0,-1
1775117299405731,0,0,-1
1775117299425686,0,0,-1
1775117299445732,0,0,-1
1775117299465728,0,0,-1
1775117299485754,0,0,-1
1775117299505724,0,0,-1
1775117299525729,0,0,-1
1775117299545734,0,0,-1
1775117299565728,0,0,-1
1775117299585729,0,0,-1
1775117299605727,0,0,-1
1775117299625728,0,0,-1
1775117299645726,0,0,-1
1775117299665726,0,0,-1
1775117299685726,0,0,-1
1775117299705727,0,0,-1
1775117299725726,0,0,-1
1775117299745727,0,0,-1
1775117299765728,0,0,-1
1775117299785727,0,0,-1
1775117299805726,0,0,-1
1775117299825727,0,0,-1
1775117299845727,0,0,-1
1775117299865746,0,0,-1
1775117299885730,0,0,-1
1775117299905728,0,0,-1
1775117299925729,0,0,-1
1775117299945725,0,0,-1
1775117299965727,0,0,-1
1775117299985731,0,0,-1
1775117300005729,0,0,-1
1775117300025728,0,0,-1
1775117300045729,0,0,-1
1775117300065747,0,0,-1
1775117300085733,0,0,-1
1775117300105735,0,0,-1
1775117300125730,0,0,-1
1775117300145742,0,0,-1
1775117300165727,0,0,-1
1775117300185729,0,0,-1
1775117300205728,0,0,-1
1775117300225727,0,0,-1
1775117300245726,0,0,-1
1775117300265731,0,0,-1
1775117300285727,0,0,-1
1775117300305806,0,0,-1
1775117300325729,0,0,-1
1775117300345727,0,0,-1
1775117300365733,0,0,-1
1775117300385733,0,0,-1
1775117300405730,0,0,-1
1775117300425730,0,0,-1
1775117300445725,0,0,-1
1775117300465727,0,0,-1
1775117300485730,0,0,-1
1775117300505731,0,0,-1
1775117300525728,0,0,-1
1775117300545731,0,0,-1
1775117300565704,0,0,-1
1775117300585728,0,0,-1
1775117300605727,0,0,-1
1775117300625728,0,0,-1
1775117300645726,0,0,-1
1775117300665728,0,0,-1
1775117300685726,0,0,-1
1775117300705734,0,0,-1
1775117300725730,0,0,-1
1775117300745731,0,0,-1
1775117300765728,0,0,-1
1775117300785734,0,0,-1
1775117300805727,0,0,-1
1775117300825731,0,0,-1
1775117300845728,0,0,-1
1775117300865729,0,0,-1
1775117300885729,0,0,-1
1775117300905727,0,0,-1
1775117300925735,0,0,-1
1775117300945748,0,0,-1
1775117300965726,0,0,-1
1775117300985726,0,0,-1
1775117301005730,0,0,-1
1775117301025726,0,0,-1
1775117301045726,0,0,-1
1775117301065731,0,0,-1
1775117301085762,0,0,-1
1775117301105736,0,0,-1
1775117301125733,0,0,-1
1775117301145727,0,0,-1
1775117301165730,0,0,-1
1775117301185853,0,0,-1
1775117301205728,0,0,-1
1775117301225727,0,0,-1
1775117301245727,0,0,-1
1775117301265727,0,0,-1
1775117301285728,0,0,-1
1775117301305726,0,0,-1
1775117301325728,0,0,-1
1775117301345727,0,0,-1
1775117301365728,0,0,-1
1775117301385725,0,0,-1
1775117301405728,0,0,-1
1775117301425727,0,0,-1
1775117301445727,0,0,-1
1775117301465727,0,0,-1
1775117301485730,0,0,-1
1775117301505725,0,0,-1
1775117301525725,0,0,-1
1775117301545726,0,0,-1
1775117301565729,0,0,-1
1775117301585731,0,0,-1
1775117301605734,0,0,-1
1775117301625728,0,0,-1
1775117301645727,0,0,-1
1775117301665725,0,0,-1
1775117301685727,0,0,-1
1775117301705732,0,0,-1
1775117301725727,0,0,-1
1775117301745727,0,0,-1
1775117301765731,0,0,-1
1775117301785726,0,0,-1
1775117301805727,0,0,-1
1775117301825768,0,0,-1
1775117301845729,0,0,-1
1775117301865730,0,0,-1
1775117301885728,0,0,-1
1775117301905729,0,0,-1
1775117301925788,0,0,-1
1775117301945729,0,0,-1
