0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.011,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.012,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.013,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.014,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.015,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.016,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.017,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.018,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.019,-0.165856,0.113447,0.0424543,0.162614,-0.48847,0.391718,-0.151176,-0.0499471,0.0188421,0.0916569,-0.847746,0.00501717,-0.00797417,0.00109278,0.880327,-0.258804,0.18905,1,0.987478,0.291385,-0.149324,1
0.02,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
0.021,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
0.022,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
0.023,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
0.024,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
0.025,-0.0639589,0.089472,-0.000288581,0.152223,-0.837049,0.542579,-0.0416475,-0.0661509,0.0525251,0.030957,-1,-0.0604139,0.00794548,-0.0400442,1,-0.190446,0.0501496,1,1,0.268167,-0.0754849,1
